time,coin,dir,px,sz,ntl,fee,closedPnl
19/01/2025 - 23:45:34,HYPE,Close Long,20.305,100,2030.5,0.710673,-74.780673
19/01/2025 - 23:46:48,PURR/USDC,Buy,0.18915,57,10.781550000000001,0.01994,-0.003771651
20/01/2025 - 00:34:35,HYPE,Open Long,19.7502097,100,1975.02097,0.691255,-0.691255
20/01/2025 - 00:40:16,HYPE,Open Long,19.5,9.99,194.805,0.01948,-0.01948
20/01/2025 - 00:40:17,HYPE,Open Long,19.5,90.01,1755.1950000000002,0.175519,-0.175519
20/01/2025 - 02:02:55,HYPE,Close Long,20.5,100,2050,0.205,-41.864999999999995
20/01/2025 - 02:18:52,HYPE,Close Long,21,30,630,0.063,2.4389999999999996
20/01/2025 - 02:18:53,HYPE,Close Long,21,70,1470,0.147,5.691
20/01/2025 - 02:49:28,HYPE,Open Long,20.226,100,2022.6,0.707909,-0.707909
20/01/2025 - 08:00:15,HYPE,Close Long,22,100,2200,0.22,111.41
20/01/2025 - 10:41:36,SOL,Open Short,263,10,2630,0.263,-0.263
20/01/2025 - 10:53:46,SOL,Close Short,262,2.48,649.76,0.064976,2.415024
20/01/2025 - 10:53:47,SOL,Close Short,262,1.46,382.52,0.038252,1.421748
20/01/2025 - 10:53:47,SOL,Close Short,262,6.06,1587.7199999999998,0.158772,5.901228
20/01/2025 - 10:54:51,SUI,Open Short,4.766,500,2383,0.83405,-0.83405
20/01/2025 - 11:23:25,SUI,Close Short,4.7317,500,2365.85,0.828047,16.321952999999997
20/01/2025 - 11:28:01,HYPE,Close Long,22.1279483,100,2212.79483,0.774477,123.650353
20/01/2025 - 11:28:36,HYPE/USDC,Buy,22.0794488,100,2207.94488,0.0349999,-0.77277850005512
20/01/2025 - 11:28:54,HYPE,Close Long,22.113835,100,2211.3835000000004,0.773983,122.23951699999999
20/01/2025 - 11:29:06,HYPE/USDC,Buy,22.0849019,100,2208.49019,0.03499991,-0.772969578858829
20/01/2025 - 11:29:12,HYPE/USDC,Buy,22.0898785,100,2208.98785,0.03499991,-0.773143759410935
20/01/2025 - 11:29:23,HYPE,Close Long,22.11652,100,2211.652,0.774078,122.507922
20/01/2025 - 11:29:38,HYPE/USDC,Buy,22.0799829,100,2207.99829,0.03499991,-0.772797414301539
20/01/2025 - 11:30:16,HYPE,Close Long,22.10511539,51.13,1130.2345498907002,0.395581,62.055388
20/01/2025 - 11:30:16,HYPE,Close Long,22.1,8,176.8,0.01768,9.71272
20/01/2025 - 11:30:17,HYPE,Close Long,22.1,4.54,100.334,0.010033,5.511969
20/01/2025 - 11:30:17,HYPE,Close Long,22.1,36.33,802.893,0.080289,44.10789
20/01/2025 - 11:38:03,TRUMP,Open Short,53.6,10,536,0.0536,-0.0536
20/01/2025 - 12:00:10,TRUMP,Close Short,53.783,10,537.83,0.18824,-2.01824
20/01/2025 - 12:08:06,TRUMP,Open Short,55.081,10,550.8100000000001,0.192783,-0.192783
20/01/2025 - 12:13:21,TRUMP,Close Short,54,9,486,0.0486,9.680399999999999
20/01/2025 - 12:13:21,TRUMP,Close Short,54,1,54,0.0054,1.0756
20/01/2025 - 12:14:44,TRUMP,Open Short,54.58336,10,545.8335999999999,0.191041,-0.191041
20/01/2025 - 12:18:58,TRUMP,Close Short,53.661,10,536.61,0.187813,9.035787
20/01/2025 - 12:26:43,TRUMP,Open Short,54.012,10,540.12,0.189042,-0.189042
20/01/2025 - 12:35:34,TRUMP,Close Short,53,10,530,0.053,10.066999999999998
20/01/2025 - 13:17:33,HYPE,Open Long,21.001,100,2100.1,0.735034,-0.735034
20/01/2025 - 18:27:35,HYPE,Close Long,21.2439974,100,2124.3997400000003,0.743538,34.596202
20/01/2025 - 22:11:30,HYPE,Open Long,20.15,100,2014.9999999999998,0.705249,-0.705249
21/01/2025 - 00:29:27,PURR/USDC,Sell,0.23,20049,4611.27,1.613944,-212.544418
21/01/2025 - 02:05:04,SOL,Open Long,232.66,1,232.66,0.08143,-0.08143
21/01/2025 - 10:31:02,HYPE,Close Long,23,100,2300,0.23,215.07000000000002
21/01/2025 - 13:19:14,SOL,Close Long,243,1,243,0.0243,10.3157
21/01/2025 - 14:28:46,HYPE,Close Long,23.581844,100,2358.1844,0.825362,272.659038
21/01/2025 - 15:28:25,HYPE,Close Long,24,100,2400,0.24,315.06
21/01/2025 - 18:43:18,HYPE,Close Long,25,100,2500,0.25,415.05
21/01/2025 - 21:26:07,HYPE,Open Long,23.2,99.89,2317.448,0.231744,-0.231744
21/01/2025 - 21:26:07,HYPE,Open Long,23.2,0.11,2.552,0.000255,-0.000255
21/01/2025 - 23:18:53,TRUMP,Open Short,42.709,100,4270.900000000001,1.494815,-1.494815
21/01/2025 - 23:30:09,TRUMP,Close Short,42.556,100,4255.599999999999,1.48946,13.810540000000001
21/01/2025 - 23:30:43,TRUMP,Open Short,43.052,10,430.52,0.150682,-0.150682
22/01/2025 - 00:03:46,TRUMP,Close Short,43,10,430,0.043,0.47700000000000004
22/01/2025 - 03:59:28,HYPE,Close Long,25.2,56.79,1431.108,0.14311,237.517361
22/01/2025 - 03:59:29,HYPE,Close Long,25.2,43.21,1088.892,0.108889,180.72064
23/01/2025 - 01:13:58,HYPE,Open Long,23.5901753,100,2359.01753,0.825655,-0.825655
23/01/2025 - 02:06:15,HYPE,Open Long,22.78678166,22.9,521.8173000139999,0.182635,-0.182635
23/01/2025 - 02:06:39,HYPE,Open Long,22.72768742,77.1,1752.3047000819997,0.613304,-0.613304
23/01/2025 - 02:26:59,HYPE,Open Long,22.2,100,2220,0.222,-0.222
23/01/2025 - 02:41:52,HYPE,Close Long,23.064,100,2306.4,0.80724,169.79276
23/01/2025 - 07:56:02,HYPE,Close Long,23.6,12.13,286.26800000000003,0.028626,27.166834
23/01/2025 - 07:56:03,HYPE,Close Long,23.6,87.87,2073.7320000000004,0.207373,196.797167
23/01/2025 - 22:12:01,HYPE,Open Long,22.1598913,100,2215.9891300000004,0.775594,-0.775594
24/01/2025 - 00:55:53,HYPE,Open Long,21.2,100,2120,0.212,-0.212
24/01/2025 - 12:43:28,HYPE,Close Long,24.5134537,100,2451.34537,0.857969,310.667401
25/01/2025 - 21:49:04,HYPE,Close Long,23.757,100,2375.7000000000003,0.831495,235.048505
27/01/2025 - 01:20:59,HYPE,Open Long,21.2,100,2120,0.212,-0.212
27/01/2025 - 05:40:58,HYPE,Open Long,20.2,100,2020,0.202,-0.202
27/01/2025 - 05:41:03,HYPE,Open Long,20.2,100,2020,0.202,-0.202
27/01/2025 - 08:21:40,HYPE,Close Long,21.00579374,34.52,725.1199999048001,0.253792,-8.531904
27/01/2025 - 08:21:41,HYPE,Close Long,21,65.48,1375.0800000000002,0.137508,-16.219396
27/01/2025 - 20:42:57,HYPE,Close Long,22.213,100,2221.3,0.777455,95.96254499999999
31/01/2025 - 03:41:23,HYPE,Open Long,26.271343,100,2627.1343,0.882713,-0.882713
31/01/2025 - 04:14:30,HYPE,Open Long,25.9748375,100,2597.48375,0.872753,-0.872753
31/01/2025 - 04:59:38,HYPE,Open Long,25.7239058,100,2572.39058,0.86432,-0.86432
31/01/2025 - 06:05:14,HYPE,Close Long,26.8,100,2680,0.25728,476.11272
31/01/2025 - 06:10:15,HYPE,Close Long,27,100,2700,0.2592,496.1108
31/01/2025 - 06:28:03,HYPE,Close Long,27.3,100,2730,0.26208,526.10792
31/01/2025 - 22:01:46,HYPE,Open Long,26.6696777,100,2666.96777,0.896096,-0.896096
01/02/2025 - 15:50:27,HYPE,Close Long,27.7,100,2770,0.26592,537.1440799999999
01/02/2025 - 20:06:40,HYPE,Open Long,25,100,2500,0.24,-0.24
02/02/2025 - 01:59:57,HYPE,Open Long,23.787,100,2378.7,0.799243,-0.799243
02/02/2025 - 02:57:23,HYPE,Open Long,22.4827291,100,2248.27291,0.755419,-0.755419
02/02/2025 - 17:55:45,HYPE,Open Long,20.941,100,2094.1,0.703615,-0.703615
03/02/2025 - 01:39:19,HYPE,Open Long,20.9870372,100,2098.70372,0.705161,-0.705161
03/02/2025 - 01:51:47,SOL,Open Long,187.85,5,939.25,0.315587,-0.315587
03/02/2025 - 01:53:24,SOL,Open Long,185.66,1,185.66,0.062381,-0.062381
03/02/2025 - 01:53:59,SOL,Open Long,184.98,1,184.98,0.062153,-0.062153
03/02/2025 - 01:54:10,SOL,Open Long,183.85,1,183.85,0.061773,-0.061773
03/02/2025 - 01:54:19,SOL,Open Long,183.36,2,366.72,0.123217,-0.123217
03/02/2025 - 01:55:30,SOL,Open Long (Price Improved),180,10,1800,0.1728,-0.1728
03/02/2025 - 01:56:10,HYPE,Open Long,20.357,100,2035.6999999999998,0.683995,-0.683995
03/02/2025 - 02:08:35,SOL,Open Long,176.41,5,882.05,0.296368,-0.296368
03/02/2025 - 02:22:24,SOL,Close Long,187.75,5,938.75,0.315419,29.932581000000003
03/02/2025 - 02:39:28,HYPE,Close Long,22.756,100,2275.6,0.764601,44.155399
03/02/2025 - 02:40:48,SOL,Close Long,188,20,3760,1.26336,124.72864
03/02/2025 - 02:42:03,HYPE,Close Long,23,100,2300,0.220799,69.099201
03/02/2025 - 15:20:55,HYPE,Close Long,25,100,2500,0.24,269.08
03/02/2025 - 19:09:53,HYPE,Close Long,25.249,100,2524.9,0.848366,293.37163400000003
03/02/2025 - 20:23:25,HYPE,Close Long,25.2711575,100,2527.11575,0.849105,295.586645
04/02/2025 - 01:37:20,HYPE,Close Long,24.8673624,100,2486.73624,0.835537,255.22070300000001
04/02/2025 - 22:09:45,HYPE,Open Long,24.42142,100,2442.1420000000003,0.820558,-0.820558
05/02/2025 - 08:57:04,HYPE,Close Long,26.66325,100,2666.3250000000003,0.895883,421.529117
05/02/2025 - 20:47:44,HYPE,Open Long,25.397,50,1269.85,0.426669,-0.426669
05/02/2025 - 20:47:45,HYPE,Open Long,25.4,12.31,312.674,0.030016,-0.030016
05/02/2025 - 20:47:45,HYPE,Open Long,25.4,37.69,957.3259999999999,0.091902,-0.091902
05/02/2025 - 22:03:07,HYPE,Close Long,25.4,100,2540,0.24384,277.36616000000004
05/02/2025 - 22:42:46,HYPE,Open Long,24.6390913,100,2463.90913,0.827869,-0.827869
07/02/2025 - 00:13:43,HYPE,Open Long,24.216514,100,2421.6514,0.813671,-0.813671
07/02/2025 - 21:06:27,HYPE,Open Long,22.5,100,2250,0.216,-0.216
08/02/2025 - 01:33:09,HYPE,Open Long,22.736,100,2273.6,0.763926,-0.763926
09/02/2025 - 21:49:29,HYPE,Open Long,22.1844828,100,2218.44828,0.745397,-0.745397
10/02/2025 - 15:34:22,HYPE,Close Long,23.7643228,100,2376.43228,0.798475,97.46380500000001
10/02/2025 - 15:35:18,HYPE,Close Long,23.7399714,100,2373.9971400000004,0.79766,95.02948
11/02/2025 - 11:58:33,HYPE,Close Long,24.8246395,100,2482.46395,0.834103,203.459847
11/02/2025 - 19:29:17,HYPE,Open Long,22.9660814,100,2296.60814,0.771655,-0.771655
12/02/2025 - 17:13:27,HYPE,Close Long,24.5,100,2450,0.2352,170.56480000000002
12/02/2025 - 23:26:29,HYPE,Close Long,25.56,100,2556,0.858816,275.941184
13/02/2025 - 22:27:15,XRP,Open Short,2.59,100,259,0.024864,-0.024864
14/02/2025 - 08:25:36,XRP,Open Short,2.7,100,270,0.02592,-0.02592
14/02/2025 - 13:08:46,HYPE,Close Long,27.3583081,100,2735.83081,0.919232,455.711578
14/02/2025 - 14:34:47,XRP,Open Short,2.7269,100,272.69,0.091623,-0.091623
14/02/2025 - 19:04:55,XRP,Open Short,2.8,100,280,0.02688,-0.02688
14/02/2025 - 21:12:38,HYPE,Open Long,26.3640558,100,2636.40558,0.885829,-0.885829
14/02/2025 - 21:28:01,HYPE,Close Long,26.37,55.49,1463.2713,0.140473,186.017379
14/02/2025 - 21:28:03,HYPE,Close Long,26.37,24.07,634.7259,0.060932,80.689104
14/02/2025 - 21:28:03,HYPE,Close Long,26.37,20.44,539.0028000000001,0.051744,68.520368
14/02/2025 - 22:49:28,HYPE,Open Long,25.944269,100,2594.4269,0.871724,-0.871724
16/02/2025 - 19:24:09,HYPE,Close Long,26,100,2600,0.873598,279.296402
17/02/2025 - 18:03:30,HYPE,Open Long,24.9922497,100,2499.2249699999998,0.839736,-0.839736
18/02/2025 - 09:19:17,HYPE,Open Long,24.5,100,2450,0.2352,-0.2352
18/02/2025 - 12:19:20,HYPE,Open Long,23.643962,100,2364.3961999999997,0.794435,-0.794435
18/02/2025 - 17:38:24,HYPE,Open Long (Price Improved),22.5,100,2250,0.216,-0.216
18/02/2025 - 17:38:47,HYPE,Open Long,22.5,100,2250,0.216,-0.216
18/02/2025 - 18:37:19,XRP,Close Short,2.5202,400,1008.08,0.338714,73.271286
20/02/2025 - 10:34:14,HYPE,Close Long,24.933,100,2493.3,0.837748,161.912252
23/02/2025 - 23:48:09,HYPE,Open Long,22.8865174,100,2288.65174,0.768985,-0.768985
24/02/2025 - 03:11:32,HYPE,Open Long,22.5,100,2250,0.216,-0.216
24/02/2025 - 03:11:32,HYPE,Open Long,22.5,100,2250,0.216,-0.216
24/02/2025 - 04:30:34,HYPE,Open Long (Price Improved),21.5,100,2150,0.2064,-0.2064
24/02/2025 - 15:36:50,HYPE,Open Long,20.939,100,2093.9,0.70355,-0.70355
24/02/2025 - 20:22:16,HYPE,Open Long,20.653,100,2065.2999999999997,0.693939,-0.693939
24/02/2025 - 20:29:05,HYPE,Open Long,20.5,100,2050,0.1968,-0.1968
24/02/2025 - 21:09:26,HYPE,Open Long,20.439349,100,2043.9349,0.686755,-0.686755
24/02/2025 - 23:01:33,HYPE,Open Long,20.1310621,100,2013.1062100000001,0.6764,-0.6764
24/02/2025 - 23:02:10,HYPE,Open Long,20.1,100,2010.0000000000002,0.19296,-0.19296
25/02/2025 - 00:08:32,HYPE,Open Long,19.5,70.31,1371.045,0.131619,-0.131619
25/02/2025 - 07:06:38,HYPE/USDC,Sell,18.9119552059,1399.96,26475.980810051766,8.895916,-4645.181185
25/02/2025 - 07:07:15,HYPE,Open Long,18.948,29.69,562.5661200000001,0.18902,-0.18902
25/02/2025 - 07:07:22,HYPE,Open Long,18.906,100,1890.6,0.635241,-0.635241
25/02/2025 - 07:08:14,HYPE,Open Long,19.0894086778,900,17180.46781002,5.772624,-5.772624
25/02/2025 - 07:36:04,HYPE,Open Long,17.9946517,100,1799.46517,0.604617,-0.604617
26/02/2025 - 07:09:45,HYPE,Close Long,20.9529151,100,2095.29151,0.704016,-59.052506
28/02/2025 - 07:08:46,HYPE,Open Long,19.267,100,1926.7,0.64737,-0.64737
02/03/2025 - 14:14:50,HYPE,Open Long,18.238,100,1823.8,0.612795,-0.612795
02/03/2025 - 16:50:27,HYPE,Close Long,20,100,2000,0.192,-140.582
02/03/2025 - 16:57:10,XRP,Open Short,2.8408,200,568.1600000000001,0.190901,-0.190901
02/03/2025 - 17:20:11,XRP,Close Short,2.8696,200,573.9200000000001,0.192837,-5.952837
02/03/2025 - 17:34:04,HYPE,Close Long,21,100,2100,0.2016,-40.5916
03/03/2025 - 09:37:39,HYPE,Open Long,19.268,100,1926.8000000000002,0.647403,-0.647403
03/03/2025 - 17:31:03,HYPE,Open Long,18.931,100,1893.1000000000001,0.636078,-0.636078
03/03/2025 - 18:23:23,HYPE,Open Long,18.1786992,100,1817.86992,0.610802,-0.610802
03/03/2025 - 21:05:00,HYPE,Open Long,17.80897,100,1780.897,0.59838,-0.59838
03/03/2025 - 23:03:19,XRP,Open Short,2.3854,100,238.54000000000002,0.080149,-0.080149
03/03/2025 - 23:03:59,XRP,Open Short,2.39,100,239,0.022944,-0.022944
04/03/2025 - 07:03:16,XRP,Close Short,2.3208,200,464.16,0.155957,13.224043
04/03/2025 - 07:29:31,HYPE,Open Long,16.296,10,162.95999999999998,0.054754,-0.054754
04/03/2025 - 07:29:36,HYPE,Open Long,16.2944935556,90,1466.504420004,0.492741,-0.492741
06/03/2025 - 10:21:19,XRP,Open Short,2.6205,100,262.04999999999995,0.088048,-0.088048
06/03/2025 - 18:55:27,XRP,Close Short,2.5649,100,256.49,0.08618,5.47382
07/03/2025 - 12:33:35,XRP,Open Short,2.5185,100,251.85,0.084621,-0.084621
07/03/2025 - 17:06:20,XRP,Close Short,2.4059,100,240.59,0.080837,11.179162999999999
11/03/2025 - 00:32:50,HYPE,Close Long,13.25,200,2650,0.8904,-1558.1704
11/03/2025 - 01:37:13,HYPE,Close Long,13.648,100,1364.8,0.458571,-739.298571
12/03/2025 - 18:23:47,HYPE,Close Long,13.21,100,1321,0.443856,-783.083856
12/03/2025 - 18:23:55,HYPE,Close Long,13.201,100,1320.1000000000001,0.443553,-783.9835529999999
14/03/2025 - 12:39:05,HYPE,Close Long,13.8294621,100,1382.94621,0.464667,-721.158457
14/03/2025 - 16:09:36,HYPE,Close Long,14.2404042,100,1424.04042,0.478475,-680.078055
19/03/2025 - 10:18:46,HYPE,Close Long,15,100,1500,0.144,-603.784
19/03/2025 - 14:29:36,XRP,Open Short,2.5358,100,253.58,0.085202,-0.085202
19/03/2025 - 19:07:18,XRP,Close Short,2.5313,100,253.13,0.085051,0.364949
26/03/2025 - 18:29:06,HYPE,Open Long,14.0311411,100,1403.11411,0.471444,-0.471444
26/03/2025 - 21:21:54,HYPE,Close Long,14.1071274,100,1410.71274,0.473997,-674.961257
26/03/2025 - 22:29:51,HYPE,Open Long,13.8179146,100,1381.79146,0.464279,-0.464279
27/03/2025 - 14:10:50,HYPE,Close Long,14.154,100,1415.4,0.475574,-651.765574
28/03/2025 - 18:30:14,HYPE,Open Long,13.4903628,100,1349.03628,0.453272,-0.453272
28/03/2025 - 18:58:17,HYPE,Close Long,13.5,99.62,1344.8700000000001,0.129107,-695.277467
28/03/2025 - 18:58:17,HYPE,Close Long,13.5,0.38,5.13,0.000492,-2.652132
28/03/2025 - 20:08:50,HYPE,Open Long,13.339,100,1333.9,0.448188,-0.448188
29/03/2025 - 06:29:37,HYPE,Open Long,12.971,100,1297.1,0.435822,-0.435822
29/03/2025 - 18:22:16,HYPE,Close Long,12.6532372,100,1265.3237199999999,0.425146,-745.3514260000001
31/03/2025 - 18:23:59,HYPE,Close Long,13.3666947,200,2673.33894,0.898235,-1348.059295
31/03/2025 - 18:24:18,HYPE/USDC,Buy,13.36784945,200,2673.5698899999998,0.06719973,-0.8983158737206485
31/03/2025 - 18:24:35,HYPE/USDC,Buy,13.38,1,13.38,0.00033594,-0.0044948772000000005
31/03/2025 - 19:11:42,HYPE,Close Long,13.3007518,100,1330.07518,0.446903,-680.621723
31/03/2025 - 19:12:00,HYPE/USDC,Buy,13.2868814,100,1328.68814,0.0335999,-0.44643788635186005
02/04/2025 - 23:13:33,HYPE,Open Long,12.40235,12.4,153.78914,0.051672,-0.051672
02/04/2025 - 23:14:10,HYPE,Open Long,12.404577968,87.6,1086.6410299968,0.365108,-0.365108
02/04/2025 - 23:56:51,HYPE,Close Long,12.1086281,100,1210.86281,0.406846,-778.414036
06/04/2025 - 14:20:28,HYPE/USDC,Buy,11.2275466,200,2245.50932,0.0671998,-0.7544888860106801
06/04/2025 - 14:20:41,HYPE,Close Long,11.2192155,200,2243.8431,0.753928,-1734.650828
06/04/2025 - 16:44:29,HYPE/USDC,Buy,11.43275,100,1143.275,0.03359987,-0.3841389137425
06/04/2025 - 16:44:37,HYPE,Close Long,11.4352834,100,1143.5283399999998,0.384223,-845.7258830000001
06/04/2025 - 18:48:29,HYPE,Open Long,10.741779,100,1074.1779,0.36092,-0.36092
06/04/2025 - 19:35:25,HYPE/USDC,Buy,10.497,200,2099.4,0.06719996,-0.70539798012
06/04/2025 - 19:35:35,HYPE,Close Long,10.5102976,200,2102.05952,0.70629,-1820.94677
06/04/2025 - 19:36:04,HYPE/USDC,Buy,10.4835075,100,1048.35075,0.03359962,-0.35224186826715
06/04/2025 - 19:36:11,HYPE,Close Long,10.49,100,1049,0.352464,-912.502464
06/04/2025 - 19:52:00,HYPE,Open Long,10.3135152,100,1031.35152,0.346532,-0.346532
06/04/2025 - 20:18:02,HYPE,Close Long,10.5269622,100,1052.69622,0.353701,-878.807481
06/04/2025 - 23:20:16,HYPE,Open Long,10.462684,100,1046.2684,0.351541,-0.351541
06/04/2025 - 23:25:30,HYPE,Close Long,10.3,100,1030,0.09888,-872.70888
06/04/2025 - 23:27:29,HYPE,Open Long,10.397,100,1039.7,0.349339,-0.349339
06/04/2025 - 23:28:53,HYPE,Close Long,10.4,2.8,29.119999999999997,0.002795,-23.376355
06/04/2025 - 23:28:53,HYPE,Close Long,10.4,97.2,1010.8800000000001,0.097044,-811.493484
06/04/2025 - 23:29:09,HYPE,Open Long,10.397,100,1039.7,0.349336,-0.349336
06/04/2025 - 23:32:51,HYPE,Close Long,10.309956,100,1030.9956,0.34641,-817.1908099999999
07/04/2025 - 01:07:38,HYPE,Close Long,10.1656786,100,1016.56786,0.341564,-831.613704
07/04/2025 - 01:07:55,HYPE/USDC,Buy,10.128,100,1012.8,0.03359981,-0.34029887568
07/04/2025 - 15:29:47,HYPE,Close Long,10.7039038,100,1070.39038,0.359647,-777.809267
07/04/2025 - 18:40:08,HYPE,Close Long,11.1439101,100,1114.3910099999998,0.374429,-733.823419
07/04/2025 - 18:40:34,HYPE/USDC,Buy,11.115,100,1111.5,0.0336,-0.37346399999999996
07/04/2025 - 18:42:00,HYPE,Close Long,11.0672454,100,1106.72454,0.371857,-741.487317
07/04/2025 - 18:42:11,HYPE/USDC,Buy,11.118,100,1111.8,0.03359992,-0.37356391056
07/04/2025 - 18:44:30,HYPE,Close Long,11.263,100,1126.3,0.378436,-721.9184359999999
07/04/2025 - 18:45:15,HYPE/USDC,Buy,11.2638,100,1126.3799999999999,0.03359993,-0.378462891534
07/04/2025 - 18:46:02,HYPE,Close Long,11.256,100,1125.6,0.378201,-722.618201
07/04/2025 - 18:46:18,HYPE/USDC,Buy,11.3346824,100,1133.46824,0.03359987,-0.380843855131288
07/04/2025 - 18:46:56,HYPE,Close Long,11.4115895,100,1141.15895,0.383427,-707.064477
07/04/2025 - 18:47:17,HYPE/USDC,Buy,11.3765001,100,1137.6500099999998,0.03359986,-0.382248810649986
07/04/2025 - 19:00:24,HYPE,Close Long,11.4276064,100,1142.76064,0.383962,-705.463322
07/04/2025 - 19:00:39,HYPE/USDC,Buy,11.462,100,1146.2,0.03359998,-0.38512297076
07/04/2025 - 19:46:41,HYPE,Close Long,11.1522516,100,1115.22516,0.374712,-732.989552
07/04/2025 - 19:46:48,HYPE/USDC,Buy,11.152,100,1115.1999999999998,0.03359998,-0.37470697696
07/04/2025 - 19:46:58,HYPE/USDC,Buy,11.162,100,1116.2,0.03359998,-0.37504297676000004
07/04/2025 - 19:47:05,HYPE,Close Long,11.152,100,1115.1999999999998,0.374707,-733.0147069999999
07/04/2025 - 19:47:25,HYPE,Close Long,11.187447,100,1118.7447,0.375895,-729.471195
07/04/2025 - 19:47:31,HYPE/USDC,Buy,11.1902346,100,1119.0234600000001,0.03359973,-0.37598886119665803
07/04/2025 - 19:47:34,HYPE/USDC,Buy,11.183,100,1118.3,0.03359992,-0.37574790535999997
07/04/2025 - 19:47:43,HYPE,Close Long,11.1656132,100,1116.56132,0.375161,-731.653841
07/04/2025 - 19:47:55,HYPE,Close Long,11.155,100,1115.5,0.374805,-732.7148050000001
07/04/2025 - 19:48:02,HYPE/USDC,Buy,11.157,100,1115.7,0.03359979,-0.37487285702999995
07/04/2025 - 19:48:15,HYPE,Close Long,11.1215836,100,1112.15836,0.37368,-736.05532
07/04/2025 - 19:48:23,HYPE/USDC,Buy,11.155,100,1115.5,0.0336,-0.374808
07/04/2025 - 19:48:45,HYPE,Close Long,11.148,100,1114.8,0.374569,-733.4145689999999
07/04/2025 - 19:48:52,HYPE/USDC,Buy,11.1574428,100,1115.7442800000001,0.03359942,-0.374883606763176
07/04/2025 - 19:49:16,HYPE,Close Long,11.16776306,500,5583.881530000001,1.876177,-3657.1946470000003
07/04/2025 - 19:49:24,HYPE/USDC,Buy,11.17902944,500,5589.51472,0.16799935,-1.878069679550864
07/04/2025 - 19:49:46,HYPE/USDC,Sell,11.18684336,500,5593.4216799999995,1.879386,-75.702625
07/04/2025 - 19:50:01,HYPE/USDC,Buy,11.17484132,500,5587.420660000001,0.16799977,-1.8773707715464965
07/04/2025 - 19:50:22,HYPE,Close Long,11.16597894,500,5582.98947,1.875872,-3658.086402
07/04/2025 - 19:50:37,HYPE/USDC,Buy,11.181,500,5590.5,0.168,-1.878408
08/04/2025 - 18:13:35,HYPE/USDC,Buy,10.942,100,1094.2,0.03359998,-0.36765098116
08/04/2025 - 18:13:49,HYPE/USDC,Buy,10.946,1,10.946,0.00033592,-0.0036769803200000003
09/04/2025 - 18:31:41,HYPE,Close Long,13.7173576,100,1371.73576,0.460901,-476.565141
11/04/2025 - 21:53:11,HYPE,Close Long,15.9657812,100,1596.5781200000001,0.536447,-251.798327
11/04/2025 - 22:09:40,HYPE,Open Long,15.892,1,15.892,0.005339,-0.005339
11/04/2025 - 22:09:55,HYPE,Open Long,15.8667143434,99,1570.8047199966,0.527787,-0.527787
14/04/2025 - 20:08:55,HYPE,Open Long,15.9979334,100,1599.7933400000002,0.537527,-0.537527
17/04/2025 - 19:46:27,HYPE,Close Long,17,100,1700,0.1632,-46.1632
22/04/2025 - 17:13:53,HYPE,Close Long,18.4267917,100,1842.6791699999999,0.619134,96.060036
25/04/2025 - 21:10:03,HYPE,Open Long,18.295,100,1829.5000000000002,0.614708,-0.614708
27/04/2025 - 12:55:51,HYPE,Open Long,17.575915,100,1757.5914999999998,0.590549,-0.590549
28/04/2025 - 02:23:53,HYPE,Open Long,17,100,1700,0.1632,-0.1632
28/04/2025 - 10:26:58,HYPE,Close Long,18.5286204,100,1852.8620400000002,0.622555,98.059485
01/05/2025 - 13:43:13,HYPE,Close Long,20.5,100,2050,0.1968,295.6232
03/05/2025 - 20:47:58,HYPE,Close Long,21.5,100,2150,0.2064,395.6136
08/05/2025 - 15:41:29,SOL,Open Short,156.6,2,313.2,0.135302,-0.135302
08/05/2025 - 20:49:32,SOL,Open Short,160.28,1,160.28,0.06924,-0.06924
08/05/2025 - 21:09:44,HYPE,Close Long (Price Improved),22.5,100,2250,0.323999,495.496001
08/05/2025 - 21:41:00,SOL,Open Short,161.88,1,161.88,0.069932,-0.069932
08/05/2025 - 21:51:58,HYPE,Close Long,23.471,100,2347.1,1.013947,591.9060529999999
09/05/2025 - 04:52:18,HYPE,Close Long,23.8580197479,23.8,567.82087000002,0.245296,150.080734
09/05/2025 - 04:52:27,HYPE,Close Long,23.8691244094,76.2,1818.8272799962801,0.78573,481.35639
09/05/2025 - 04:54:21,SOL,Open Short,162.12,1,162.12,0.070035,-0.070035
09/05/2025 - 11:21:34,HYPE/USDC,Sell,24.895,100,2489.5,1.672944,1360.0243750000002
09/05/2025 - 11:21:57,SOL,Open Short,167.2,1,167.2,0.07223,-0.07223
09/05/2025 - 11:29:51,HYPE/USDC,Sell,24.951,100,2495.1,1.676707,1365.4136079999998
09/05/2025 - 11:32:39,HYPE,Open Short,25.013792,100,2501.3792,1.080591,-1.080591
09/05/2025 - 11:33:20,HYPE,Close Short,25.001,100,2500.1,1.080043,0.18995699999999993
09/05/2025 - 11:33:38,HYPE/USDC,Sell,24.976596,100,2497.6596,1.67842,1367.971498
09/05/2025 - 11:33:40,HYPE/USDC,Sell,24.986,1.51,37.728860000000005,0.014487,20.681428
09/05/2025 - 11:34:01,HYPE/USDC,Sell,24.988,99,2473.812,1.662401,1355.420011
09/05/2025 - 11:35:45,SOL,Open Short,167.92,1,167.92,0.072541,-0.072541
09/05/2025 - 11:37:14,HYPE/USDC,Sell,25.0028747187,53.32,1333.1532800010839,0.895878,730.802639
